ID;PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
127;25817047;Comparison of two classification systems in predicting the outcome of diabetic foot ulcers: the Wagner grade and the Saint Elian Wound score systems;Huang Y, Xie T, Cao Y, Wu M, Yu L, Lu S, Xu G, Hu J, Ruan H.;"Wound Repair Regen. 2015 May-Jun;23(3):379-85. doi: 10.1111/wrr.12289.";Huang Y;Wound Repair Regen;2015;31/03/2015;NA;NA;10.1111/wrr.12289
128;33420020;Disease risk scores for skin cancers;"Fontanillas P, Alipanahi B, Furlotte NA, Johnson M, Wilson CH; 23andMe Research Team, Pitts SJ, Gentleman R, Auton A.";"Nat Commun. 2021 Jan 8;12(1):160. doi: 10.1038/s41467-020-20246-5.";Fontanillas P;Nat Commun;2021;09/01/2021;PMC7794415;NA;10.1038/s41467-020-20246-5
129;30085324;Achieving Hidradenitis Suppurativa Response Score is Associated with Significant Improvement in Clinical and Patient-reported Outcomes: Post Hoc Analysis of Pooled Data From PIONEER I and II;Kimball AB, Tzellos T, Calimlim BM, Teixeira HD, Geng Z, Okun MM.;"Acta Derm Venereol. 2018 Nov 5;98(10):932-937. doi: 10.2340/00015555-3012.";Kimball AB;Acta Derm Venereol;2018;08/08/2018;NA;NA;10.2340/00015555-3012
130;11028863;Comparison of severity scoring of atopic dermatitis values and serum levels of eosinophil cationic protein and mast cell tryptase for routine evaluation of atopic dermatitis;Amon U, Memmel U, Stoll R, Amon S.;"Acta Derm Venereol. 2000 Jul-Aug;80(4):284-6. doi: 10.1080/000155500750012180.";Amon U;Acta Derm Venereol;2000;12/10/2000;NA;NA;10.1080/000155500750012180
131;11168575;The eczema area and severity index (EASI): assessment of reliability in atopic dermatitis. EASI Evaluator Group;Hanifin JM, Thurston M, Omoto M, Cherill R, Tofte SJ, Graeber M.;"Exp Dermatol. 2001 Feb;10(1):11-8. doi: 10.1034/j.1600-0625.2001.100102.x.";Hanifin JM;Exp Dermatol;2001;13/02/2001;NA;NA;10.1034/j.1600-0625.2001.100102.x
132;31513501;Person-Centred Dermatology Self-care Index: a translation and validation study;Kottner J, Ludwig O, Bode T, Cowdell F, Ersser S, Blume-Peytavi U, Lahmann N.;"J Wound Care. 2019 Sep 2;28(9):566-575. doi: 10.12968/jowc.2019.28.9.566.";Kottner J;J Wound Care;2019;13/09/2019;NA;NA;10.12968/jowc.2019.28.9.566
133;28644904;Sustained Psoriasis Area and Severity Index, Dermatology Life Quality Index and EuroQol-5D response of biological treatment in psoriasis: 10 years of real-world data in the Swedish National Psoriasis Register;Hjalte F, Carlsson KS, Schmitt-Egenolf M.;"Br J Dermatol. 2018 Jan;178(1):245-252. doi: 10.1111/bjd.15757. Epub 2018 Jan 9.";Hjalte F;Br J Dermatol;2018;24/06/2017;NA;NA;10.1111/bjd.15757
134;28342225;Japanese version of the Family Dermatology Life Quality Index: Translation and validation;Higaki Y, Tanaka M, Futei Y, Kamo T, Basra MKA, Finlay AY.;"J Dermatol. 2017 Aug;44(8):914-919. doi: 10.1111/1346-8138.13831. Epub 2017 Mar 24.";Higaki Y;J Dermatol;2017;26/03/2017;NA;NA;10.1111/1346-8138.13831
135;30307024;Measuring Patient Needs and Benefits in Dermatology using the Patient Benefit Index 2.0: A Validation Study;Topp J, Augustin M, von Usslar K, Gosau R, Reich K, Reusch M, Blome C.;"Acta Derm Venereol. 2019 Feb 1;99(2):211-217. doi: 10.2340/00015555-3063.";Topp J;Acta Derm Venereol;2019;12/10/2018;NA;NA;10.2340/00015555-3063
136;33179879;Correlation study between clinical classification and disability index in a holistic evaluation of acne severity and impact in Turkey;Ozlu E, Karadag AS, Aksoy B, Gunes Bilgili S, Gonul M, Yavuz IH, Senel E, Polat M, Akbulut TO, Aksu D, Topaloglu F, Tekin B, Chen WC.;"Ital J Dermatol Venerol. 2021 Dec;156(6):669-674. doi: 10.23736/S2784-8671.20.06738-3. Epub 2020 Nov 12.";Ozlu E;Ital J Dermatol Venerol;2021;12/11/2020;NA;NA;10.23736/S2784-8671.20.06738-3
137;31009616;Validation and Interpretation of Short Form 12 and Comparison with Dermatology Life Quality Index in Atopic Dermatitis in Adults;Silverberg JI, Gelfand JM, Margolis DJ, Boguniewicz M, Fonacier L, Grayson MH, Ong PY, Chiesa Fuxench ZC, Simpson EL.;"J Invest Dermatol. 2019 Oct;139(10):2090-2097.e3. doi: 10.1016/j.jid.2019.03.1152. Epub 2019 Apr 19.";Silverberg JI;J Invest Dermatol;2019;23/04/2019;NA;NA;10.1016/j.jid.2019.03.1152
138;22284147;Clinical meaning in skin-specific quality of life instruments: a comparison of the Dermatology Life Quality Index and Skindex banding systems;Rogers A, DeLong LK, Chen SC.;"Dermatol Clin. 2012 Apr;30(2):333-42, x. doi: 10.1016/j.det.2011.11.010.";Rogers A;Dermatol Clin;2012;31/01/2012;NA;NA;10.1016/j.det.2011.11.010
139;30484524;Translation and validation of the Simplified Psoriasis Index (SPI) into Brazilian Portuguese;Morais MR, Martins GA, Romiti R, Tonoli RE, Carvalho AVE.;"An Bras Dermatol. 2018 Nov/Dec;93(6):813-818. doi: 10.1590/abd1806-4841.20186477.";Morais MR;An Bras Dermatol;2018;29/11/2018;PMC6256203;NA;10.1590/abd1806-4841.20186477
140;21603812;Validation of the commitment index of skin and mucous membranes in pemphigus vulgaris for the clinical evaluation of patients with pemphigus vulgaris;Souza SR, Azulay-Abulafia L, Nascimento LV.;"An Bras Dermatol. 2011 Mar-Apr;86(2):284-91. doi: 10.1590/s0365-05962011000200012.";Souza SR;An Bras Dermatol;2011;24/05/2011;NA;NA;10.1590/s0365-05962011000200012
141;23897275;Responsiveness to change and interpretability of the simplified psoriasis index;Chularojanamontri L, Griffiths CEM, Chalmers RJG.;"J Invest Dermatol. 2014 Feb;134(2):351-358. doi: 10.1038/jid.2013.318. Epub 2013 Jul 29.";Chularojanamontri L;J Invest Dermatol;2014;31/07/2013;NA;NA;10.1038/jid.2013.318
142;16875475;Development of the facial skin care index: a health-related outcomes index for skin cancer patients;Matthews BA, Rhee JS, Neuburg M, Burzynski ML, Nattinger AB.;"Dermatol Surg. 2006 Jul;32(7):924-34; discussion 934. doi: 10.1111/j.1524-4725.2006.32197.x.";Matthews BA;Dermatol Surg;2006;01/08/2006;PMC1810190;NIHMS12872;10.1111/j.1524-4725.2006.32197.x
143;22229951;Comparison of Skindex-29, Dermatology Life Quality Index, Psoriasis Disability Index and Medical Outcome Study Short Form 36 in patients with mild to severe psoriasis;Fernandez-Peñas P, Jones-Caballero M, Espallardo O, García-Díez A.;"Br J Dermatol. 2012 Apr;166(4):884-7. doi: 10.1111/j.1365-2133.2012.10806.x.";Fernandez-Peñas P;Br J Dermatol;2012;11/01/2012;NA;NA;10.1111/j.1365-2133.2012.10806.x
144;27730628;Assessing the validity and response distribution of the simplified psoriasis index in patients receiving phototherapy;Meah N, Alsharqi A, Azurdia RM, Owens LC, Parslew R, Chularojanamontri L.;"Australas J Dermatol. 2018 Feb;59(1):41-47. doi: 10.1111/ajd.12549. Epub 2016 Oct 12.";Meah N;Australas J Dermatol;2018;13/10/2016;NA;NA;10.1111/ajd.12549
145;27718521;Validation of the Simplified Psoriasis Index in Dutch children and adolescents with plaque psoriasis;van Geel MJ, Otero ME, de Jong EM, van de Kerkhof PC, Seyger MM.;"Br J Dermatol. 2017 Mar;176(3):771-776. doi: 10.1111/bjd.15120. Epub 2016 Dec 8.";van Geel MJ;Br J Dermatol;2017;09/10/2016;NA;NA;10.1111/bjd.15120
146;23165828;The Person-Centered Dermatology Self-Care Index: a tool to measure education and support needs of patients with long-term skin conditions;Cowdell F, Ersser SJ, Gradwell C, Thomas PW.;"Arch Dermatol. 2012 Nov;148(11):1251-5. doi: 10.1001/archdermatol.2012.1892.";Cowdell F;Arch Dermatol;2012;21/11/2012;NA;NA;10.1001/archdermatol.2012.1892
147;20107723;How robust are the Dermatology Life Quality Index and other self-reported subjective symptom scores when exposed to a range of experimental biases?;Murray CS, Rees JL.;"Acta Derm Venereol. 2010;90(1):34-8. doi: 10.2340/00015555-0768.";Murray CS;Acta Derm Venereol;2010;29/01/2010;NA;NA;10.2340/00015555-0768
148;23278616;Dermatology life quality index scores in children with vitiligo: comparison with atopic dermatitis and healthy control subjects;Dertlioglu SB, Cicek D, Balci DD, Halisdemir N.;"Int J Dermatol. 2013 Jan;52(1):96-101. doi: 10.1111/j.1365-4632.2012.05616.x.";Dertlioglu SB;Int J Dermatol;2013;03/01/2013;NA;NA;10.1111/j.1365-4632.2012.05616.x
149;12932238;Sensitivity of the Dermatology Life Quality Index to clinical change in patients with psoriasis;"Mazzotti E, Picardi A, Sampogna F, Sera F, Pasquini P, Abeni D; IDI Multipurpose Psoriasis Research on Vital Experiences study group.";"Br J Dermatol. 2003 Aug;149(2):318-22. doi: 10.1046/j.1365-2133.2003.05378.x.";Mazzotti E;Br J Dermatol;2003;23/08/2003;NA;NA;10.1046/j.1365-2133.2003.05378.x
150;15868618;Responsiveness of the SF-36 and the Health Assessment Questionnaire Disability Index in a systemic sclerosis clinical trial;"Khanna D, Furst DE, Clements PJ, Park GS, Hays RD, Yoon J, Korn JH, Merkel PA, Rothfield N, Wigley FM, Moreland LW, Silver R, Steen VD, Weisman M, Mayes MD, Collier DH, Medsger TA Jr, Seibold JR; Relaxin Study Group; Scleroderma Clinical Trials Consortium.";"J Rheumatol. 2005 May;32(5):832-40.";Khanna D;J Rheumatol;2005;04/05/2005;NA;NA;NA
151;30803689;Absolute Versus Relative Psoriasis Area and Severity Index in Clinical Practice;Del Alcázar Viladomiu E, Lamas Doménech N, Salleras Redonnet M.;"Actas Dermosifiliogr (Engl Ed). 2019 Sep;110(7):606-610. doi: 10.1016/j.ad.2018.03.029. Epub 2019 Feb 23.";Del Alcázar Viladomiu E;Actas Dermosifiliogr (Engl Ed);2019;27/02/2019;NA;NA;10.1016/j.ad.2018.03.029
152;23772081;Use of the Patient-generated Index in systemic sclerosis to assess patient-centered outcomes;de Achaval S, Kallen MA, Mayes MD, Lopez-Olivo MA, Suarez-Almazor ME.;"J Rheumatol. 2013 Aug;40(8):1337-43. doi: 10.3899/jrheum.120978. Epub 2013 Jun 15.";de Achaval S;J Rheumatol;2013;18/06/2013;PMC3888061;NIHMS541720;10.3899/jrheum.120978
153;12890862;The Behcet's disease activity index;Lawton G, Bhakta BB, Chamberlain MA, Tennant A.;"Rheumatology (Oxford). 2004 Jan;43(1):73-8. doi: 10.1093/rheumatology/keg453. Epub 2003 Jul 30.";Lawton G;Rheumatology (Oxford);2004;02/08/2003;NA;NA;10.1093/rheumatology/keg453
154;17958869;A comparative study of the Children's Dermatology Life Quality Index (CDLQI) in paediatric dermatology clinics in the UK and Bulgaria;Clayton TH, Clark SM, Britton J, Pavlov S, Radev S.;"J Eur Acad Dermatol Venereol. 2007 Nov;21(10):1436-7. doi: 10.1111/j.1468-3083.2007.02249.x.";Clayton TH;J Eur Acad Dermatol Venereol;2007;26/10/2007;NA;NA;10.1111/j.1468-3083.2007.02249.x
155;31228524;Validation of the electronic Psoriasis Area and Severity Index application: Establishing measurement equivalence;Ali FM, Salek S, Finlay AY, Piguet V.;"J Am Acad Dermatol. 2019 Dec;81(6):1439-1441. doi: 10.1016/j.jaad.2019.04.073. Epub 2019 Jun 19.";Ali FM;J Am Acad Dermatol;2019;23/06/2019;NA;NA;10.1016/j.jaad.2019.04.073
156;25542903;Validity and reliability of the Lupus QoL index in Turkish systemic lupus erythematosus patients;Pamuk ON, Onat AM, Donmez S, Mengüs C, Kisacik B.;"Lupus. 2015 Jul;24(8):816-21. doi: 10.1177/0961203314565412. Epub 2014 Dec 26.";Pamuk ON;Lupus;2015;28/12/2014;NA;NA;10.1177/0961203314565412
157;12430733;The Norwegian version of the dermatology life quality index: a study of validity and reliability in psoriatics;Mørk C, Wahl A, Moum T.;"Acta Derm Venereol. 2002;82(5):347-51. doi: 10.1080/000155502320624078.";Mørk C;Acta Derm Venereol;2002;15/11/2002;NA;NA;10.1080/000155502320624078
158;12588405;Dermatology Life Quality Index score in vitiligo and its impact on the treatment outcome;Parsad D, Pandhi R, Dogra S, Kanwar AJ, Kumar B.;"Br J Dermatol. 2003 Feb;148(2):373-4. doi: 10.1046/j.1365-2133.2003.05097_9.x.";Parsad D;Br J Dermatol;2003;18/02/2003;NA;NA;10.1046/j.1365-2133.2003.05097_9.x
159;11167690;The Infants' Dermatitis Quality of Life Index;Lewis-Jones MS, Finlay AY, Dykes PJ.;"Br J Dermatol. 2001 Jan;144(1):104-10. doi: 10.1046/j.1365-2133.2001.03960.x.";Lewis-Jones MS;Br J Dermatol;2001;13/02/2001;NA;NA;10.1046/j.1365-2133.2001.03960.x
160;21881588;Can we rely on the Dermatology Life Quality Index as a measure of the impact of psoriasis or atopic dermatitis?;Twiss J, Meads DM, Preston EP, Crawford SR, McKenna SP.;"J Invest Dermatol. 2012 Jan;132(1):76-84. doi: 10.1038/jid.2011.238. Epub 2011 Sep 1.";Twiss J;J Invest Dermatol;2012;02/09/2011;NA;NA;10.1038/jid.2011.238
161;16159732;Psychometric properties of the Dermatology Life Quality Index (DLQI) in 900 Italian patients with psoriasis;Mazzotti E, Barbaranelli C, Picardi A, Abeni D, Pasquini P.;"Acta Derm Venereol. 2005;85(5):409-13. doi: 10.1080/00015550510032832.";Mazzotti E;Acta Derm Venereol;2005;15/09/2005;NA;NA;10.1080/00015550510032832
162;18671781;Validation of the Dermatology Life Quality Index among patients with podoconiosis in southern Ethiopia;Henok L, Davey G.;"Br J Dermatol. 2008 Sep;159(4):903-6. doi: 10.1111/j.1365-2133.2008.08773.x. Epub 2008 Jul 30.";Henok L;Br J Dermatol;2008;02/08/2008;NA;NA;10.1111/j.1365-2133.2008.08773.x
163;21115550;Development of a preliminary composite disease activity index in psoriatic arthritis;Mumtaz A, Gallagher P, Kirby B, Waxman R, Coates LC, Veale J D, Helliwell P, FitzGerald O.;"Ann Rheum Dis. 2011 Feb;70(2):272-7. doi: 10.1136/ard.2010.129379. Epub 2010 Nov 29.";Mumtaz A;Ann Rheum Dis;2011;01/12/2010;NA;NA;10.1136/ard.2010.129379
164;18759896;The validity and reliability of the occupational contact dermatitis disease severity index;Curr N, Dharmage S, Keegel T, Lee A, Saunders H, Nixon R.;"Contact Dermatitis. 2008 Sep;59(3):157-64. doi: 10.1111/j.1600-0536.2008.01404.x.";Curr N;Contact Dermatitis;2008;02/09/2008;NA;NA;10.1111/j.1600-0536.2008.01404.x
165;22007701;Qualitative assessment of the content validity of the Dermatology Life Quality Index in patients with moderate to severe psoriasis;Safikhani S, Sundaram M, Bao Y, Mulani P, Revicki DA.;"J Dermatolog Treat. 2013 Feb;24(1):50-9. doi: 10.3109/09546634.2011.631980. Epub 2011 Nov 10.";Safikhani S;J Dermatolog Treat;2013;20/10/2011;NA;NA;10.3109/09546634.2011.631980
166;12588381;The Children's Dermatology Life Quality Index: validation of the cartoon version;Holme SA, Man I, Sharpe JL, Dykes PJ, Lewis-Jones MS, Finlay AY.;"Br J Dermatol. 2003 Feb;148(2):285-90. doi: 10.1046/j.1365-2133.2003.05157.x.";Holme SA;Br J Dermatol;2003;18/02/2003;NA;NA;10.1046/j.1365-2133.2003.05157.x
167;29609220;Burden of Psoriatic Arthritis According to Different Definitions of Disease Activity: Comparing Minimal Disease Activity and the Disease Activity Index for Psoriatic Arthritis;Wervers K, Vis M, Tchetveriko I, Gerards AH, Kok MR, Appels CWY, van der Graaff WL, van Groenendael JHLM, Korswagen LA, Veris-van Dieren JJ, Hazes JMW, Luime JJ.;"Arthritis Care Res (Hoboken). 2018 Dec;70(12):1764-1770. doi: 10.1002/acr.23571.";Wervers K;Arthritis Care Res (Hoboken);2018;03/04/2018;PMC6587485;NA;10.1002/acr.23571
168;22500772;Reliability and validity of the Chinese version of the Psoriasis Disability Index (PDI) in Chinese patients with psoriasis;He Z, Lu C, Ou A, Fang J, Wang D, Deng J, Zhang Z, Yu J.;"Health Qual Life Outcomes. 2012 Apr 13;10:37. doi: 10.1186/1477-7525-10-37.";He Z;Health Qual Life Outcomes;2012;17/04/2012;PMC3464895;NA;10.1186/1477-7525-10-37
169;19614861;A composite index for determining the impact of oral ulcer activity in Behcet's disease and recurrent aphthous stomatitis;Mumcu G, Sur H, Inanc N, Karacayli U, Cimilli H, Sisman N, Ergun T, Direskeneli H.;"J Oral Pathol Med. 2009 Nov;38(10):785-91. doi: 10.1111/j.1600-0714.2009.00803.x. Epub 2009 Jul 15.";Mumcu G;J Oral Pathol Med;2009;21/07/2009;NA;NA;10.1111/j.1600-0714.2009.00803.x
170;15328673;Validation of the Dermatology Life Quality Index as an outcome measure for urticaria-related quality of life;Lennox RD, Leahy MJ.;"Ann Allergy Asthma Immunol. 2004 Aug;93(2):142-6. doi: 10.1016/S1081-1206(10)61466-4.";Lennox RD;Ann Allergy Asthma Immunol;2004;27/08/2004;NA;NA;10.1016/S1081-1206(10)61466-4
171;15818719;The health assessment questionnaire disability index and scleroderma health assessment questionnaire in scleroderma trials: an evaluation of their measurement properties;Johnson SR, Hawker GA, Davis AM.;"Arthritis Rheum. 2005 Apr 15;53(2):256-62. doi: 10.1002/art.21084.";Johnson SR;Arthritis Rheum;2005;09/04/2005;NA;NA;10.1002/art.21084
172;14651564;Validation of a Cantonese version of the Children's Dermatology Life Quality Index;Chuh AA.;"Pediatr Dermatol. 2003 Nov-Dec;20(6):479-81. doi: 10.1111/j.1525-1470.2003.20604.x.";Chuh AA;Pediatr Dermatol;2003;04/12/2003;NA;NA;10.1111/j.1525-1470.2003.20604.x
173;25054747;Translation, cultural adaptation, and validation of the American Skindex-29 quality of life index;Paula HR, Haddad A, Weiss MA, Dini GM, Ferreira LM.;"An Bras Dermatol. 2014 Jul-Aug;89(4):600-7. doi: 10.1590/abd1806-4841.20142453.";Paula HR;An Bras Dermatol;2014;24/07/2014;PMC4148274;NA;10.1590/abd1806-4841.20142453
174;19317950;Practical understanding of mean percent psoriasis area and severity index reduction for biologics;English PL, Vender R.;"J Cutan Med Surg. 2008 Nov-Dec;12(6):282-7. doi: 10.2310/7750.2008.07079.";English PL;J Cutan Med Surg;2008;26/03/2009;NA;NA;10.2310/7750.2008.07079
175;16734506;The Acne Quality of Life Index (Acne-QOLI): development and validation of a brief instrument;Rapp SR, Feldman SR, Graham G, Fleischer AB, Brenes G, Dailey M.;"Am J Clin Dermatol. 2006;7(3):185-92. doi: 10.2165/00128071-200607030-00005.";Rapp SR;Am J Clin Dermatol;2006;01/06/2006;NA;NA;10.2165/00128071-200607030-00005
176;21576955;Practical issues on interpretation of scoring atopic dermatitis: SCORAD Index, objective SCORAD, patient-oriented SCORAD and Three-Item Severity score;Oranje AP.;"Curr Probl Dermatol. 2011;41:149-155. doi: 10.1159/000323308. Epub 2011 May 12.";Oranje AP;Curr Probl Dermatol;2011;18/05/2011;NA;NA;10.1159/000323308
177;28853494;Assessment of Quality of Life in Chronic Pruritus: Relationship Between ItchyQoL and Dermatological Life Quality Index in 1,150 Patients;Stumpf A, Pfleiderer B, Fritz F, Osada N, Chen SC, Ständer S.;"Acta Derm Venereol. 2018 Jan 12;98(1):142-143. doi: 10.2340/00015555-2782.";Stumpf A;Acta Derm Venereol;2018;31/08/2017;NA;NA;10.2340/00015555-2782
178;27393576;Sensitivity to change of the Dermatology Life Quality Index in adult females with facial acne vulgaris: a validation study;Richter C, Trojahn C, Hillmann K, Dobos G, Kanti V, Vogt A, Blume-Peytavi U, Kottner J.;"J Eur Acad Dermatol Venereol. 2017 Jan;31(1):169-174. doi: 10.1111/jdv.13757. Epub 2016 Jul 9.";Richter C;J Eur Acad Dermatol Venereol;2017;10/07/2016;NA;NA;10.1111/jdv.13757
179;16972158;Condensation and validation of a 4-item index of the Acne-QoL;Tan J, Fung KY, Khan S.;"Qual Life Res. 2006 Sep;15(7):1203-10. doi: 10.1007/s11136-006-0063-3. Epub 2006 Sep 13.";Tan J;Qual Life Res;2006;15/09/2006;NA;NA;10.1007/s11136-006-0063-3
180;25358871;To what extent is quality of life impaired in vitiligo? A multicenter study on Italian patients using the dermatology life quality index;Ingordo V, Cazzaniga S, Medri M, Raone B, Digiuseppe MD, Musumeci ML, Romano I, Fai D, Pellegrino M, Pezzarossa E, Di Lernia V, Peccerillo F, Battarra VC, Sirna R, Patrizi A, Naldi L.;"Dermatology. 2014;229(3):240-7. doi: 10.1159/000363407. Epub 2014 Oct 25.";Ingordo V;Dermatology;2014;01/11/2014;NA;NA;10.1159/000363407
181;12918681;The Behçet's disease activity index;Lawton G, Chamberlain MA, Bhakta BB, Tennant A.;"Adv Exp Med Biol. 2003;528:149-51. doi: 10.1007/0-306-48382-3_30.";Lawton G;Adv Exp Med Biol;2003;16/08/2003;NA;NA;10.1007/0-306-48382-3_30
182;17610643;Scaled Healing Assessment Index: a novel method for measuring the degree of wound bed preparation;Shai A, Avrin V, Zvulunov A, Dinstein I.;"Skin Res Technol. 2007 Aug;13(3):227-35. doi: 10.1111/j.1600-0846.2007.00215.x.";Shai A;Skin Res Technol;2007;06/07/2007;NA;NA;10.1111/j.1600-0846.2007.00215.x
183;8706393;Evaluation of patch test results by use of the reaction index. An analysis of data recorded by the Information Network of Departments of Dermatology (IVDK);Brasch J, Geier J, Henseler T.;"Contact Dermatitis. 1995 Dec;33(6):375-80. doi: 10.1111/j.1600-0536.1995.tb02070.x.";Brasch J;Contact Dermatitis;1995;01/12/1995;NA;NA;10.1111/j.1600-0536.1995.tb02070.x
184;1463945;Venous leg ulcers: a prognostic index to predict time to healing;Skene AI, Smith JM, Doré CJ, Charlett A, Lewis JD.;"BMJ. 1992 Nov 7;305(6862):1119-21. doi: 10.1136/bmj.305.6862.1119.";Skene AI;BMJ;1992;07/11/1992;PMC1883694;NA;10.1136/bmj.305.6862.1119
185;10617218;The MOAHLFA index in 17 centers of the Information Network of Departments of Dermatology (IVDK) over 6 years;Uter W, Geier J, Schnuch A.;"Contact Dermatitis. 1999 Dec;41(6):343-4. doi: 10.1111/j.1600-0536.1999.tb06186.x.";Uter W;Contact Dermatitis;1999;05/01/2000;NA;NA;10.1111/j.1600-0536.1999.tb06186.x
186;9640555;Perceived deprivation of social touch in psoriasis is associated with greater psychologic morbidity: an index of the stigma experience in dermatologic disorders;Gupta MA, Gupta AK, Watteel GN.;"Cutis. 1998 Jun;61(6):339-42.";Gupta MA;Cutis;1998;26/06/1998;NA;NA;NA
187;29894010;Using a novel scoring system for paronychia related to oncologic treatments (SPOT) for assessing paronychia severity and its correlation with pain index and quality of life;Ho PH, Lin IC, Yang X, Cho YT, Chu CY.;"J Eur Acad Dermatol Venereol. 2019 Jan;33(1):204-212. doi: 10.1111/jdv.15121. Epub 2018 Jul 6.";Ho PH;J Eur Acad Dermatol Venereol;2019;13/06/2018;NA;NA;10.1111/jdv.15121
188;19295185;The psoriasis family index: preliminary results of validation of a quality of life instrument for family members of patients with psoriasis;Eghlileb AM, Basra MK, Finlay AY.;"Dermatology. 2009;219(1):63-70. doi: 10.1159/000209234. Epub 2009 Mar 13.";Eghlileb AM;Dermatology;2009;20/03/2009;NA;NA;10.1159/000209234
189;15606650;The MOAHLFA index of irritant sodium lauryl sulfate reactions: first results of a multicentre study on routine sodium lauryl sulfate patch testing;Uter W, Geier J, Becker D, Brasch J, Löffler H.;"Contact Dermatitis. 2004 Nov-Dec;51(5-6):259-62. doi: 10.1111/j.0105-1873.2004.00458.x.";Uter W;Contact Dermatitis;2004;21/12/2004;NA;NA;10.1111/j.0105-1873.2004.00458.x
190;32501790;Assessment of Life Quality Index and Treatment Efficacy in Psoriasis Vulgaris Patients Receiving Biologic Therapies in a Turkish Population;Gundogdu M, Kundakci N, Erdem C.;"Skinmed. 2020 Mar 1;18(2):84-90. eCollection 2020.";Gundogdu M;Skinmed;2020;06/06/2020;NA;NA;NA
191;31856935;Oral ulcer activity assessment with the composite index according to different treatment modalities in Behçet's syndrome: a multicentre study;Mumcu G, Karacayli Ü, Yay M, Aksoy A, Tas MN, Armagan B, Sari A, Bozca BC, Tekgöz E, Karadag DT, Badak SÖ, Tecer D, Bes C, Sahin A, Erken E, Cefle A, Çinar M, Yilmaz S, Alpsoy E, Senel S, Bilge SY, Kasifoglu T, Karadag Ö, Aksu K, Keser G, Alibaz-Öner F, Inanç N, Ergun T, Direskeneli H.;"Clin Exp Rheumatol. 2019 Nov-Dec;37 Suppl 121(6):98-104. Epub 2019 Dec 9.";Mumcu G;Clin Exp Rheumatol;2019;21/12/2019;NA;NA;NA
192;30801771;Reliability assessment and validation of the dermal pigmentation area and severity index: a new scoring method for acquired dermal macular hyperpigmentation;Kumaran MS, Dabas G, Vinay K, Parsad D.;"J Eur Acad Dermatol Venereol. 2019 Jul;33(7):1386-1392. doi: 10.1111/jdv.15516. Epub 2019 Apr 15.";Kumaran MS;J Eur Acad Dermatol Venereol;2019;26/02/2019;NA;NA;10.1111/jdv.15516
193;22722916;Validation of the patient benefit index for the assessment of patient-relevant benefit in the treatment of psoriasis;Feuerhahn J, Blome C, Radtke M, Augustin M.;"Arch Dermatol Res. 2012 Aug;304(6):433-41. doi: 10.1007/s00403-012-1256-y. Epub 2012 Jun 22.";Feuerhahn J;Arch Dermatol Res;2012;23/06/2012;NA;NA;10.1007/s00403-012-1256-y
194;33495058;Utility of the Dermatology Life Quality Index at initiation or switching of biologics in real-life Japanese patients with plaque psoriasis: Results from the ProLOGUE study;Imafuku S, Kanai Y, Murotani K, Nomura T, Ito K, Ohata C, Yamazaki F, Miyagi T, Takahashi H, Okubo Y, Saeki H, Honma M, Tada Y, Mabuchi T, Higashiyama M, Kobayashi S, Hashimoto Y, Seishima M, Kakuma T.;"J Dermatol Sci. 2021 Mar;101(3):185-193. doi: 10.1016/j.jdermsci.2021.01.002. Epub 2021 Jan 7.";Imafuku S;J Dermatol Sci;2021;26/01/2021;NA;NA;10.1016/j.jdermsci.2021.01.002
195;29776016;Psoriasis Area and Severity Index response in moderate-severe psoriatic patients switched to adalimumab: results from the OPPSA study;Talamonti M, Galluzzo M, Bernardini N, Caldarola G, Persechino S, Cantoresi F, Egan CG, Potenza C, Peris K, Bianchi L.;"J Eur Acad Dermatol Venereol. 2018 Oct;32(10):1737-1744. doi: 10.1111/jdv.15077. Epub 2018 Jun 1.";Talamonti M;J Eur Acad Dermatol Venereol;2018;19/05/2018;NA;NA;10.1111/jdv.15077
196;32974986;Measuring perceived benefit and disease-related burden in patients affected with vulvar lichen sclerosus after a standard topical corticosteroid treatment. Results from a cohort study using Pictorial Representation of Illness and Self-measure and Dermatology Life Quality Index;Borghi A, Odorici G, Scuderi V, Valpiani G, Morotti C, Corazza M.;"Dermatol Ther. 2020 Nov;33(6):e14334. doi: 10.1111/dth.14334. Epub 2020 Oct 5.";Borghi A;Dermatol Ther;2020;25/09/2020;NA;NA;10.1111/dth.14334
197;30218575;Precision and reproducibility of automated computer-guided Psoriasis Area and Severity Index measurements in comparison with trained physicians;Fink C, Alt C, Uhlmann L, Klose C, Enk A, Haenssle HA.;"Br J Dermatol. 2019 Feb;180(2):390-396. doi: 10.1111/bjd.17200. Epub 2018 Oct 14.";Fink C;Br J Dermatol;2019;16/09/2018;NA;NA;10.1111/bjd.17200
198;32349565;Disease activity and treatment efficacy using patient-level Psoriasis Area and Severity Index scores from tildrakizumab phase 3 clinical trials;Gordon KB, Reich K, Crowley JJ, Korman NJ, Murphy FT, Poulin Y, Spelman L, Yamauchi PS, Mendelsohn AM, Parno J, Rozzo SJ, Ellis CN.;"J Dermatolog Treat. 2022 Feb;33(1):219-228. doi: 10.1080/09546634.2020.1747590. Epub 2020 Apr 30.";Gordon KB;J Dermatolog Treat;2022;01/05/2020;NA;NA;10.1080/09546634.2020.1747590
